Node_Index	Parent_Node_Index	Node
0			0					1 6 7 2 0 5 4 3 8
1			2					1 0 7 2 6 5 4 3 8
2			0					0 1 7 2 6 5 4 3 8
3			3					2 1 7 0 6 5 4 3 8
4			3					2 1 7 4 6 5 0 3 8
5			1					2 1 7 4 6 5 3 0 8
6			2					2 1 7 4 0 5 3 6 8
7			0					2 1 7 0 4 5 3 6 8
8			2					0 1 7 2 4 5 3 6 8
9			1					1 0 7 2 4 5 3 6 8
10			3					1 4 7 2 0 5 3 6 8
11			1					1 4 7 2 5 0 3 6 8
12			3					1 4 7 2 5 8 3 6 0
13			0					1 4 7 2 5 8 3 0 6
